Process_all,Process_name,Region,General_information,Unit,count_excel,Process_info_withoutregion,count_all_excel
"photovoltaic cell, multi-Si wafer//[RoW] photovoltaic cell production, multi-Si wafer","photovoltaic cell, multi-Si wafer",[RoW],"photovoltaic cell production, multi-Si wafer",m2,3,"photovoltaic cell, multi-Si wafer_photovoltaic cell production, multi-Si wafer",2
"photovoltaic cell, ribbon-Si//[RoW] photovoltaic cell production, ribbon-Si","photovoltaic cell, ribbon-Si",[RoW],"photovoltaic cell production, ribbon-Si",m2,3,"photovoltaic cell, ribbon-Si_photovoltaic cell production, ribbon-Si",2
"photovoltaic cell, single-Si wafer//[RoW] photovoltaic cell production, single-Si wafer","photovoltaic cell, single-Si wafer",[RoW],"photovoltaic cell production, single-Si wafer",m2,3,"photovoltaic cell, single-Si wafer_photovoltaic cell production, single-Si wafer",2
"photovoltaic laminate, a-Si//[RoW] photovoltaic laminate production, a-Si","photovoltaic laminate, a-Si",[RoW],"photovoltaic laminate production, a-Si",m2,3,"photovoltaic laminate, a-Si_photovoltaic laminate production, a-Si",2
"photovoltaic laminate, CdTe//[RoW] photovoltaic laminate production, CdTe","photovoltaic laminate, CdTe",[RoW],"photovoltaic laminate production, CdTe",m2,4,"photovoltaic laminate, CdTe_photovoltaic laminate production, CdTe",3
"photovoltaic laminate, CIS//[RoW] photovoltaic laminate production, CIS","photovoltaic laminate, CIS",[RoW],"photovoltaic laminate production, CIS",m2,3,"photovoltaic laminate, CIS_photovoltaic laminate production, CIS",2
"photovoltaic laminate, multi-Si wafer//[RoW] photovoltaic laminate production, multi-Si wafer","photovoltaic laminate, multi-Si wafer",[RoW],"photovoltaic laminate production, multi-Si wafer",m2,3,"photovoltaic laminate, multi-Si wafer_photovoltaic laminate production, multi-Si wafer",2
"photovoltaic laminate, ribbon-Si//[RoW] photovoltaic laminate production, ribbon-Si","photovoltaic laminate, ribbon-Si",[RoW],"photovoltaic laminate production, ribbon-Si",m2,3,"photovoltaic laminate, ribbon-Si_photovoltaic laminate production, ribbon-Si",2
"photovoltaic laminate, single-Si wafer//[RoW] photovoltaic laminate production, single-Si wafer","photovoltaic laminate, single-Si wafer",[RoW],"photovoltaic laminate production, single-Si wafer",m2,3,"photovoltaic laminate, single-Si wafer_photovoltaic laminate production, single-Si wafer",2
"photovoltaic module, building-integrated, for facade installation//[RoW] photovoltaic module production, building-integrated, for facade installation","photovoltaic module, building-integrated, for facade installation",[RoW],"photovoltaic module production, building-integrated, for facade installation",m2,3,"photovoltaic module, building-integrated, for facade installation_photovoltaic module production, building-integrated, for facade installation",2
"photovoltaic module, building-integrated, for slanted-roof installation//[RoW] photovoltaic module production, building-integrated, for slanted-roof installation","photovoltaic module, building-integrated, for slanted-roof installation",[RoW],"photovoltaic module production, building-integrated, for slanted-roof installation",m2,3,"photovoltaic module, building-integrated, for slanted-roof installation_photovoltaic module production, building-integrated, for slanted-roof installation",2
"photovoltaic mounting system, for facade installation//[RoW] photovoltaic mounting system production, for facade installation","photovoltaic mounting system, for facade installation",[RoW],"photovoltaic mounting system production, for facade installation",m2,3,"photovoltaic mounting system, for facade installation_photovoltaic mounting system production, for facade installation",2
"photovoltaic mounting system, for flat-roof installation//[RoW] photovoltaic mounting system production, for flat-roof installation","photovoltaic mounting system, for flat-roof installation",[RoW],"photovoltaic mounting system production, for flat-roof installation",m2,3,"photovoltaic mounting system, for flat-roof installation_photovoltaic mounting system production, for flat-roof installation",2
"photovoltaic mounting system, for slanted-roof installation//[RoW] photovoltaic mounting system production, for slanted-roof installation","photovoltaic mounting system, for slanted-roof installation",[RoW],"photovoltaic mounting system production, for slanted-roof installation",m2,3,"photovoltaic mounting system, for slanted-roof installation_photovoltaic mounting system production, for slanted-roof installation",2
"photovoltaic panel, CIS//[RoW] photovoltaic panel production, CIS","photovoltaic panel, CIS",[RoW],"photovoltaic panel production, CIS",m2,3,"photovoltaic panel, CIS_photovoltaic panel production, CIS",2
"photovoltaic panel, multi-Si wafer//[RoW] photovoltaic panel production, multi-Si wafer","photovoltaic panel, multi-Si wafer",[RoW],"photovoltaic panel production, multi-Si wafer",m2,3,"photovoltaic panel, multi-Si wafer_photovoltaic panel production, multi-Si wafer",2
"photovoltaic panel, ribbon-Si//[RoW] photovoltaic panel production, ribbon-Si","photovoltaic panel, ribbon-Si",[RoW],"photovoltaic panel production, ribbon-Si",m2,3,"photovoltaic panel, ribbon-Si_photovoltaic panel production, ribbon-Si",2
"photovoltaic panel, single-Si wafer//[RoW] photovoltaic panel production, single-Si wafer","photovoltaic panel, single-Si wafer",[RoW],"photovoltaic panel production, single-Si wafer",m2,3,"photovoltaic panel, single-Si wafer_photovoltaic panel production, single-Si wafer",2
"photovoltaic plant, electric installation for 3kWp module//[RoW] photovoltaics, electric installation for 3kWp module, at building","photovoltaic plant, electric installation for 3kWp module",[RoW],"photovoltaics, electric installation for 3kWp module, at building",unit,3,"photovoltaic plant, electric installation for 3kWp module_photovoltaics, electric installation for 3kWp module, at building",2
"pipeline, liquid manure//[RoW] pipeline construction, liquid manure","pipeline, liquid manure",[RoW],"pipeline construction, liquid manure",km*year,3,"pipeline, liquid manure_pipeline construction, liquid manure",2
"pipeline, natural gas, high pressure distribution network//[RoW] pipeline construction, natural gas, high pressure distribution network","pipeline, natural gas, high pressure distribution network",[RoW],"pipeline construction, natural gas, high pressure distribution network",km,4,"pipeline, natural gas, high pressure distribution network_pipeline construction, natural gas, high pressure distribution network",3
"pipeline, natural gas, low pressure distribution network//[RoW] pipeline construction, natural gas, low pressure distribution network","pipeline, natural gas, low pressure distribution network",[RoW],"pipeline construction, natural gas, low pressure distribution network",km,3,"pipeline, natural gas, low pressure distribution network_pipeline construction, natural gas, low pressure distribution network",2
"pipeline, petroleum//[RoW] pipeline construction, petroleum","pipeline, petroleum",[RoW],"pipeline construction, petroleum",km,3,"pipeline, petroleum_pipeline construction, petroleum",2
planing mill//[RoW] planing mill production,planing mill,[RoW],planing mill production,unit,3,planing mill_planing mill production,2
"sawnwood, beam, hardwood, air dried, planed//[RoW] planing, beam, hardwood, air dried","sawnwood, beam, hardwood, air dried, planed",[RoW],"planing, beam, hardwood, air dried",m3,3,"sawnwood, beam, hardwood, air dried, planed_planing, beam, hardwood, air dried",2
"shaving, hardwood, measured as dry mass//[RoW] planing, beam, hardwood, air dried","shaving, hardwood, measured as dry mass",[RoW],"planing, beam, hardwood, air dried",kg,9,"shaving, hardwood, measured as dry mass_planing, beam, hardwood, air dried",2
"sawnwood, beam, hardwood, kiln dried, planed//[RoW] planing, beam, hardwood, kiln dried","sawnwood, beam, hardwood, kiln dried, planed",[RoW],"planing, beam, hardwood, kiln dried",m3,3,"sawnwood, beam, hardwood, kiln dried, planed_planing, beam, hardwood, kiln dried",2
"shaving, hardwood, measured as dry mass//[RoW] planing, beam, hardwood, kiln dried","shaving, hardwood, measured as dry mass",[RoW],"planing, beam, hardwood, kiln dried",kg,9,"shaving, hardwood, measured as dry mass_planing, beam, hardwood, kiln dried",2
"sawnwood, beam, softwood, air dried, planed//[RoW] planing, beam, softwood, air dried","sawnwood, beam, softwood, air dried, planed",[RoW],"planing, beam, softwood, air dried",m3,3,"sawnwood, beam, softwood, air dried, planed_planing, beam, softwood, air dried",2
"shaving, softwood, measured as dry mass//[RoW] planing, beam, softwood, air dried","shaving, softwood, measured as dry mass",[RoW],"planing, beam, softwood, air dried",kg,9,"shaving, softwood, measured as dry mass_planing, beam, softwood, air dried",2
"shaving, softwood, measured as dry mass//[RoW] planing, beam, softwood, kiln dried","shaving, softwood, measured as dry mass",[RoW],"planing, beam, softwood, kiln dried",kg,9,"shaving, softwood, measured as dry mass_planing, beam, softwood, kiln dried",2
"sawnwood, beam, softwood, kiln dried, planed//[RoW] planing, beam, softwood, kiln dried","sawnwood, beam, softwood, kiln dried, planed",[RoW],"planing, beam, softwood, kiln dried",m3,3,"sawnwood, beam, softwood, kiln dried, planed_planing, beam, softwood, kiln dried",2
"sawnwood, board, hardwood, air dried, planed//[RoW] planing, board, hardwood, air dried","sawnwood, board, hardwood, air dried, planed",[RoW],"planing, board, hardwood, air dried",m3,3,"sawnwood, board, hardwood, air dried, planed_planing, board, hardwood, air dried",2
"shaving, hardwood, measured as dry mass//[RoW] planing, board, hardwood, air dried","shaving, hardwood, measured as dry mass",[RoW],"planing, board, hardwood, air dried",kg,9,"shaving, hardwood, measured as dry mass_planing, board, hardwood, air dried",2
"sawnwood, board, hardwood, kiln dried, planed//[RoW] planing, board, hardwood, kiln dried","sawnwood, board, hardwood, kiln dried, planed",[RoW],"planing, board, hardwood, kiln dried",m3,3,"sawnwood, board, hardwood, kiln dried, planed_planing, board, hardwood, kiln dried",2
"shaving, hardwood, measured as dry mass//[RoW] planing, board, hardwood, kiln dried","shaving, hardwood, measured as dry mass",[RoW],"planing, board, hardwood, kiln dried",kg,9,"shaving, hardwood, measured as dry mass_planing, board, hardwood, kiln dried",2
"shaving, softwood, measured as dry mass//[RoW] planing, board, softwood, air dried","shaving, softwood, measured as dry mass",[RoW],"planing, board, softwood, air dried",kg,9,"shaving, softwood, measured as dry mass_planing, board, softwood, air dried",2
